experiment_id,repo,branch,dataset_id,config_path,status,period_name,period_start,period_end,horizons,seed,primary_symbol,artifact_path,artifact_sha256,key_metrics_json,notes,created_utc
statarb_hist_etf_wf_v3_dev_formation,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v3.yaml,pre-registered,dev_formation,2017-07-05,2023-10-05,,0,,results/historical_oos/statarb_hist_etf_wf_v3_dev_formation.json,c7ca93a6b7ffa9ab6bb19c76780ead86bb2746f000e20b679911824dbada811f,"{""n_fallback_windows"": 4, ""n_no_trade_windows"": 21, ""n_qualifying_windows"": 4, ""n_windows"": 25}",D9-B v3 conforming walk-forward (per-window pair rediscovery; fair OLS-vs-Kalman; fixed_gross_notional sizing; GROSS/BASE/STRESS costs).,2026-09-16T17:50:27Z
statarb_hist_etf_wf_v3_boundary_2023_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v3.yaml,pre-registered,boundary_2023_2024,2023-10-06,2024-01-05,,0,,results/historical_oos/statarb_hist_etf_wf_v3_boundary_2023_2024.json,e311a0e27b3be19ff66c496849a87717852f027c03fa4210aa641b67709b25f2,"{""n_fallback_windows"": 0, ""n_no_trade_windows"": 1, ""n_qualifying_windows"": 0, ""n_windows"": 1}",D9-B v3 conforming walk-forward (per-window pair rediscovery; fair OLS-vs-Kalman; fixed_gross_notional sizing; GROSS/BASE/STRESS costs).,2026-09-16T17:50:27Z
statarb_hist_etf_wf_v3_val_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v3.yaml,pre-registered,val_2024,2024-01-08,2024-10-07,,0,,results/historical_oos/statarb_hist_etf_wf_v3_val_2024.json,d59c9747044262a2b736f455a5924fde13dedadb5ff8567d3964fa9b919dfbb8,"{""n_fallback_windows"": 0, ""n_no_trade_windows"": 3, ""n_qualifying_windows"": 0, ""n_windows"": 3}",D9-B v3 conforming walk-forward (per-window pair rediscovery; fair OLS-vs-Kalman; fixed_gross_notional sizing; GROSS/BASE/STRESS costs).,2026-09-16T17:50:27Z
statarb_hist_etf_wf_v4_dev_formation,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,dev_formation,2017-07-05,2023-10-05,,0,,results/historical_oos/statarb_hist_etf_wf_v4_dev_formation.json,a1b033f9562a2a2cc68600a7cdcb9a4ba0f0a77234740d3767b8a703e232d7f3,"{""n_fallback_windows"": 4, ""n_no_trade_windows"": 21, ""n_qualifying_windows"": 4, ""n_windows"": 25}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, and an independently found drawdown tie-break sign inversion). Same dataset/universe/grid/costs as v3.",2026-09-16T21:02:13Z
statarb_hist_etf_wf_v4_boundary_2023_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,boundary_2023_2024,2023-10-06,2024-01-05,,0,,results/historical_oos/statarb_hist_etf_wf_v4_boundary_2023_2024.json,e311a0e27b3be19ff66c496849a87717852f027c03fa4210aa641b67709b25f2,"{""n_fallback_windows"": 0, ""n_no_trade_windows"": 1, ""n_qualifying_windows"": 0, ""n_windows"": 1}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, and an independently found drawdown tie-break sign inversion). Same dataset/universe/grid/costs as v3.",2026-09-16T21:02:13Z
statarb_hist_etf_wf_v4_val_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,val_2024,2024-01-08,2024-10-07,,0,,results/historical_oos/statarb_hist_etf_wf_v4_val_2024.json,d59c9747044262a2b736f455a5924fde13dedadb5ff8567d3964fa9b919dfbb8,"{""n_fallback_windows"": 0, ""n_no_trade_windows"": 3, ""n_qualifying_windows"": 0, ""n_windows"": 3}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, and an independently found drawdown tie-break sign inversion). Same dataset/universe/grid/costs as v3.",2026-09-16T21:02:13Z
statarb_hist_etf_wf_v4_dev_formation,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,dev_formation,2017-07-05,2023-10-05,,0,,results/historical_oos/statarb_hist_etf_wf_v4_dev_formation.json,52a45f3b8bbd59ba0795442b3cc4ed58d1c2b2465b0b89f99d012f715e7e3146,"{""n_fallback_windows"": 4, ""n_no_trade_windows"": 21, ""n_qualifying_windows"": 4, ""n_windows"": 25}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T00:29:46Z
statarb_hist_etf_wf_v4_boundary_2023_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,boundary_2023_2024,2023-10-06,2024-01-05,,0,,results/historical_oos/statarb_hist_etf_wf_v4_boundary_2023_2024.json,e311a0e27b3be19ff66c496849a87717852f027c03fa4210aa641b67709b25f2,"{""n_fallback_windows"": 0, ""n_no_trade_windows"": 1, ""n_qualifying_windows"": 0, ""n_windows"": 1}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T00:29:46Z
statarb_hist_etf_wf_v4_val_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,val_2024,2024-01-08,2024-10-07,,0,,results/historical_oos/statarb_hist_etf_wf_v4_val_2024.json,d59c9747044262a2b736f455a5924fde13dedadb5ff8567d3964fa9b919dfbb8,"{""n_fallback_windows"": 0, ""n_no_trade_windows"": 3, ""n_qualifying_windows"": 0, ""n_windows"": 3}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T00:29:46Z
statarb_hist_etf_wf_v4_dev_formation,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,dev_formation,2017-07-05,2023-10-05,,0,,results/historical_oos/statarb_hist_etf_wf_v4_dev_formation.json,52a45f3b8bbd59ba0795442b3cc4ed58d1c2b2465b0b89f99d012f715e7e3146,"{""config_sha256"": ""e8acafc514d87267d4dc3965212d0e8ed7dc2da600f34ff758b00bf6e49db003"", ""n_fallback_windows"": 4, ""n_grid_selected_windows"": 0, ""n_no_trade_windows"": 21, ""n_qualifying_windows"": 4, ""n_windows"": 25}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T01:57:04Z
statarb_hist_etf_wf_v4_boundary_2023_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,boundary_2023_2024,2023-10-06,2024-01-05,,0,,results/historical_oos/statarb_hist_etf_wf_v4_boundary_2023_2024.json,e311a0e27b3be19ff66c496849a87717852f027c03fa4210aa641b67709b25f2,"{""config_sha256"": ""e8acafc514d87267d4dc3965212d0e8ed7dc2da600f34ff758b00bf6e49db003"", ""n_fallback_windows"": 0, ""n_grid_selected_windows"": 0, ""n_no_trade_windows"": 1, ""n_qualifying_windows"": 0, ""n_windows"": 1}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T01:57:04Z
statarb_hist_etf_wf_v4_val_2024,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,pre-registered,val_2024,2024-01-08,2024-10-07,,0,,results/historical_oos/statarb_hist_etf_wf_v4_val_2024.json,d59c9747044262a2b736f455a5924fde13dedadb5ff8567d3964fa9b919dfbb8,"{""config_sha256"": ""e8acafc514d87267d4dc3965212d0e8ed7dc2da600f34ff758b00bf6e49db003"", ""n_fallback_windows"": 0, ""n_grid_selected_windows"": 0, ""n_no_trade_windows"": 3, ""n_qualifying_windows"": 0, ""n_windows"": 3}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T01:57:04Z
statarb_hist_etf_wf_v4_holdout_2025,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_stat_arb_etfs_daily_2015_2025_v1,configs/experiments/statarb_historical_etf_wf_v4.yaml,frozen-for-holdout,holdout_2025,2025-01-08,2025-10-09,,0,,results/historical_oos/statarb_hist_etf_wf_v4_holdout_2025.json,b1197d0fb5280b54849270cfadd50bd450458522bbf6e482a1870cec723b6d66,"{""config_sha256"": ""5768fd10b63c0436f3ff5aa1863374b348cca5bf72ccfb7d1b01a7ae0d95376d"", ""n_fallback_windows"": 0, ""n_grid_selected_windows"": 0, ""n_no_trade_windows"": 3, ""n_qualifying_windows"": 0, ""n_windows"": 3}","D9-B v4 corrected walk-forward (fixes v3's execution-timing look-ahead, omitted turnover tie-break, an independently found drawdown tie-break sign inversion, and a second independently-flagged max_drawdown calculation defect: the running peak excluded the pre-trade starting NAV and divided by allocated_nav instead of the running peak). Same dataset/universe/grid/costs as v3.",2026-09-17T03:44:34Z
statarb_hist_oos_v1_dev_formation_SUPERSEDED_UNVERIFIABLE_ARTIFACT_HASH,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_statarb_sector_equities_daily_2015_2025_v1,configs/experiments/statarb_historical_oos_study_v1.yaml,not-yet-frozen-for-holdout,formation_dev,2015-01-01,2023-12-31,,0,,results/historical_oos/statarb_hist_oos_v1_dev_formation.json,29b6effab77d5440eeb57e33d59e45793105c60547f3b137f9aa0e4584f3d5a7,,"CORRECTIVE (independent review, D10 remediation): supersedes the artifact_sha256 recorded on the statarb_hist_oos_v1_dev_formation row above. That recorded value (a104e173965f4908145806ec5d7020c5cd820a1999619b09e637e09e5c94816a) resolves to no blob in this repository object store (every blob scanned, including dangling/unreachable objects) and to no file in the working tree, so the bytes it names are not recoverable from this repository or its history and the recorded value is not verifiable. The artifact present at this path since commit 19b718b48 (2026-09-15) is the slimmed form: 2496 bytes, sha256 29b6effab77d5440eeb57e33d59e45793105c60547f3b137f9aa0e4584f3d5a7 — the value this pack cites. The original row is left unedited (this ledger is append-only); no artifact byte was altered and no re-run was performed. Unlike the SUPERSEDED v3 rows above, the superseded bytes here are NOT recoverable from git history at any commit, and no pre-slim byte count is asserted because none is verifiable here.",2026-09-18T17:17:32Z
statarb_hist_oos_v1_val_2024_SUPERSEDED_UNVERIFIABLE_ARTIFACT_HASH,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_statarb_sector_equities_daily_2015_2025_v1,configs/experiments/statarb_historical_oos_study_v1.yaml,not-yet-frozen-for-holdout,validation,2024-01-01,2024-12-31,,0,,results/historical_oos/statarb_hist_oos_v1_val_2024.json,e3396ba00a11f4fddbaaaccbc0221e2830e4093914b28018edfabb23db3c8a14,,"CORRECTIVE (independent review, D10 remediation): supersedes the artifact_sha256 recorded on the statarb_hist_oos_v1_val_2024 row above. That recorded value (1457bca1bdc43fdabb3f73a84ef131c637089a6c8a5a791a93d8183b786a203f) resolves to no blob in this repository object store (every blob scanned, including dangling/unreachable objects) and to no file in the working tree, so the bytes it names are not recoverable from this repository or its history and the recorded value is not verifiable. The artifact present at this path since commit 19b718b48 (2026-09-15) is the slimmed form: 2163 bytes, sha256 e3396ba00a11f4fddbaaaccbc0221e2830e4093914b28018edfabb23db3c8a14 — the value this pack cites. The original row is left unedited (this ledger is append-only); no artifact byte was altered and no re-run was performed. Unlike the SUPERSEDED v3 rows above, the superseded bytes here are NOT recoverable from git history at any commit, and no pre-slim byte count is asserted because none is verifiable here.",2026-09-18T17:17:32Z
statarb_hist_oos_v1_holdout_2025_SUPERSEDED_UNVERIFIABLE_ARTIFACT_HASH,Advanced_Algorithmic_Trading_Simulator_public,research/historical-oos-study,yf_statarb_sector_equities_daily_2015_2025_v1,configs/experiments/statarb_historical_oos_study_v1.yaml,frozen-for-holdout,holdout,2025-01-01,2025-12-31,,0,,results/historical_oos/statarb_hist_oos_v1_holdout_2025.json,4fd88a8204ecb4b92cc5017764fcaf0e159b20b202d971b9edc85d4128d6f271,,"CORRECTIVE (independent review, D10 remediation): supersedes the artifact_sha256 recorded on the statarb_hist_oos_v1_holdout_2025 row above. That recorded value (08516c8af53b11e9e73b8024e71f98cfa37d0eabef1421dcf291d016b3ae42f9) resolves to no blob in this repository object store (every blob scanned, including dangling/unreachable objects) and to no file in the working tree, so the bytes it names are not recoverable from this repository or its history and the recorded value is not verifiable. The artifact present at this path since commit 19b718b48 (2026-09-15) is the slimmed form: 2156 bytes, sha256 4fd88a8204ecb4b92cc5017764fcaf0e159b20b202d971b9edc85d4128d6f271 — the value this pack cites. The original row is left unedited (this ledger is append-only); no artifact byte was altered and no re-run was performed. Unlike the SUPERSEDED v3 rows above, the superseded bytes here are NOT recoverable from git history at any commit, and no pre-slim byte count is asserted because none is verifiable here.",2026-09-18T17:17:32Z
